Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_OUT010,Outlet_OUT013,Outlet_OUT017,Outlet_OUT018,Outlet_OUT019,Outlet_OUT027,Outlet_OUT035,Outlet_OUT045,Outlet_OUT046,Outlet_OUT049
DRJ11,0.2944328669246799,0,0.4621432441503409,7,0.6735920108116185,OUT010,1998,2,2,0,756.3488,True,False,False,False,False,False,False,False,False,False
FDD51,0.3926763917832688,0,0.34346590712567854,4,0.05723468410651347,OUT045,2002,2,1,1,181.0976,False,False,False,False,False,False,False,True,False,False
NCT17,0.3718368562072046,0,0.1328468170919659,8,0.6677948576900352,OUT027,1985,1,2,3,6029.4848,False,False,False,False,False,True,False,False,False,False
NCW17,0.8005358737719559,0,0.05575030964815463,8,0.4058151498482163,OUT046,1997,2,0,1,3083.9856,False,False,False,False,False,False,False,False,True,False
NCY29,0.5415302173265852,0,0.4396014326411337,8,0.10612550849241761,OUT019,1985,2,0,0,113.186,False,False,False,False,True,False,False,False,False,False
DRH36,0.693361119380768,0,0.10129069407153896,14,0.17903177610713825,OUT013,1987,0,2,1,2087.9488,False,True,False,False,False,False,False,False,False,False
FDB17,0.5117594522179221,0,0.11591422850738939,5,0.6303421415425572,OUT049,1999,1,0,1,2535.3664,False,False,False,False,False,False,False,False,False,True
NCA17,0.9553438523370053,0,0.14555102589955435,8,0.49724106785105504,OUT013,1987,0,2,1,1789.6704,False,True,False,False,False,False,False,False,False,False
FDT27,0.40726406668651377,1,0.22719119880270094,10,0.8632129929575074,OUT046,1997,2,0,1,4687.232,False,False,False,False,False,False,False,False,True,False
FDR32,0.13247990473355165,1,0.2806357359271464,6,0.8415990940515725,OUT013,1987,0,2,1,3425.541,False,True,False,False,False,False,False,False,False,False
FDG41,0.25513545698124435,1,0.2507665902129167,5,0.33715339323187266,OUT049,1999,1,0,1,1657.842,False,False,False,False,False,False,False,False,False,True
FDX25,0.7231318844894312,0,0.33384085480496484,3,0.6483032142832889,OUT046,1997,2,0,1,3101.2964,False,False,False,False,False,False,False,False,True,False
FDG56,0.520690681750521,1,0.23475057654910558,6,0.13566985174771987,OUT017,2007,2,1,1,1347.5792,False,False,True,False,False,False,False,False,False,False
FDN16,0.4790116105983923,1,0.2053439718858601,5,0.30182293258358295,OUT017,2007,2,1,1,2270.378,False,False,True,False,False,False,False,False,False,False
FDD47,0.18130395951175943,1,0.46201432097455136,15,0.5987086499738538,OUT035,2004,2,1,1,2556.672,False,False,False,False,False,False,True,False,False,False
FDR12,0.4790116105983923,1,0.09791003060456871,0,0.5912026567243241,OUT013,1987,0,2,1,3779.0808,False,True,False,False,False,False,False,False,False,False
FDS33,0.12593033640964574,1,0.40295185730973404,13,0.24941340858002434,OUT049,1999,1,0,1,1505.3738,False,False,False,False,False,False,False,False,False,True
NCC55,0.3655849955343852,0,0.20767859203463998,9,0.02332273903388138,OUT035,2004,2,1,1,782.9808,False,False,False,False,False,False,True,False,False,False
FDA38,0.05269425424233404,0,0.14292880948082468,4,0.8907692072611699,OUT019,1985,2,0,0,480.7076,False,False,False,False,True,False,False,False,False,False
FDK44,0.7171777314676988,0,0.39845430307077656,6,0.6039251539908591,OUT035,2004,2,1,1,1911.5118,False,False,False,False,False,False,True,False,False,False
FDZ57,0.3242036320333432,1,0.1194734729633031,13,0.40751295424756706,OUT046,1997,2,0,1,642.497,False,False,False,False,False,False,False,False,True,False
NCN14,0.8660315570110153,0,0.3025794772478183,11,0.6535307540288898,OUT017,2007,2,1,1,1470.0864,False,False,True,False,False,False,False,False,False,False
NCB06,0.7767192616850254,0,0.447697505809493,8,0.5539171743101821,OUT010,1998,2,2,0,159.792,True,False,False,False,False,False,False,False,False,False
DRL01,0.8898481690979458,1,0.25279038164412615,14,0.8663293129325158,OUT049,1999,1,0,1,6309.7866,False,False,False,False,False,False,False,False,False,True
FDU10,0.3301577850550759,1,0.14685623125539105,13,0.030538407731122125,OUT049,1999,1,0,1,633.8416,False,False,False,False,False,False,False,False,False,True
NCS38,0.24084548972908598,0,0.29644047892590997,9,0.3451958926715971,OUT018,2009,1,2,2,3091.9752,False,False,False,True,False,False,False,False,False,False
FDQ16,0.9017564751414111,0,0.13298566218820465,5,0.3306525001867585,OUT013,1987,0,2,1,1637.868,False,True,False,False,False,False,False,False,False,False
FDS40,0.6427508186960404,0,0.03720365250947846,5,0.02516570570937665,OUT017,2007,2,1,1,805.618,False,False,True,False,False,False,False,False,False,False
FDE36,0.04197677880321521,1,0.1340296979583836,0,0.5577151627515298,OUT017,2007,2,1,1,3767.0964,False,False,True,False,False,False,False,False,False,False
FDV31,0.3122953259898779,0,0.3495914923596677,6,0.6114090757831971,OUT045,2002,2,1,1,529.311,False,False,False,False,False,False,False,True,False,False
NCD42,0.711223578445966,0,0.03215277626596473,8,0.034213305353516854,OUT045,2002,2,1,1,645.1602,False,False,False,False,False,False,False,True,False,False
FDT20,0.35397439714200657,0,0.13190348936729213,6,0.03746375187607387,OUT035,2004,2,1,1,849.5608,False,False,False,False,False,False,True,False,False,False
NCN19,0.5087823757070555,0,0.03033988962301469,11,0.6793891639332017,OUT018,2009,1,2,2,1328.271,False,False,False,True,False,False,False,False,False,False
FDW21,0.04674010122060135,1,0.008377794933567008,13,0.28669889099416634,OUT027,1985,1,2,3,2010.716,False,False,False,False,False,True,False,False,False,False
FDF34,0.28252456088121464,1,0.03702475791796921,13,0.7012713159342339,OUT045,2002,2,1,1,4364.9848,False,False,False,False,False,False,False,True,False,False
FDI28,0.5802322119678476,0,0.08011742935738987,5,0.205180510563739,OUT045,2002,2,1,1,792.302,False,False,False,False,False,False,False,True,False,False
FDG44,0.09377791009228936,0,0.28854530413717094,6,0.10373499989813173,OUT027,1985,1,2,3,2804.3496,False,False,False,False,False,True,False,False,False,False
DRF60,0.3718368562072046,0,0.1686535909702204,14,0.8873846341910643,OUT045,2002,2,1,1,4290.4152,False,False,False,False,False,False,False,True,False,False
FDQ36,0.19648704971717768,1,0.40980491843691813,0,0.029265054431609067,OUT019,1985,2,0,0,37.2848,False,False,False,False,True,False,False,False,False,False
FDP34,0.493896993152724,0,0.447634325315801,13,0.5368160394977216,OUT018,2009,1,2,2,2659.871,False,False,False,True,False,False,False,False,False,False
FDA20,0.13247990473355165,0,0.2172454941011684,6,0.6508278494251234,OUT035,2004,2,1,1,5406.296,False,False,False,False,False,False,True,False,False,False
FDE41,0.2762727002083954,1,0.20851995538931814,5,0.23033518054451987,OUT035,2004,2,1,1,930.1226,False,False,False,False,False,False,True,False,False,False
DRK47,0.19946412622804405,0,0.20872880726539011,7,0.8403257407520595,OUT046,1997,2,0,1,1826.9552,False,False,False,False,False,False,False,False,True,False
FDY10,0.7767192616850254,0,0.15905217386825146,13,0.35708052346705244,OUT017,2007,2,1,1,1145.176,False,False,True,False,False,False,False,False,False,False
FDI02,0.6635903542721047,1,0.37616681347777914,3,0.34266022180116673,OUT017,2007,2,1,1,3150.5656,False,False,True,False,False,False,False,False,False,False
FDE41,0.2762727002083955,1,0.1848191609952448,5,0.22269506074744147,OUT019,1985,2,0,0,253.6698,False,False,False,False,True,False,False,False,False,False
FDZ52,0.8719857100327477,0,0.32715361292912454,5,0.3459217040523196,OUT013,1987,0,2,1,1779.0176,False,True,False,False,False,False,False,False,False,False
FDG50,0.16969336111938077,0,0.041545286734392464,3,0.2607173902709017,OUT018,2009,1,2,2,1185.7898,False,False,False,True,False,False,False,False,False,False
DRL01,0.8898481690979458,1,0.4205244784301489,14,0.8603869975347881,OUT010,1998,2,2,0,467.3916,True,False,False,False,False,False,False,False,False,False
FDV48,0.2762727002083954,1,0.1677535851329926,0,0.19895890634231814,OUT017,2007,2,1,1,1414.1592,False,False,True,False,False,False,False,False,False,False
FDR48,0.4224471568919321,0,0.4287276698090117,0,0.5085450495419324,OUT045,2002,2,1,1,1518.024,False,False,False,False,False,False,False,True,False,False
NCD54,0.9851146174456684,0,0.0891738894590051,9,0.4876459262881242,OUT013,1987,0,2,1,3034.0506,False,True,False,False,False,False,False,False,False,False
NCT54,0.24650193509973212,0,0.39211617312267155,9,0.26281757431289865,OUT017,2007,2,1,1,666.4658,False,False,True,False,False,False,False,False,False,False
FDH02,0.16165525454004165,1,0.06056665922390083,3,0.24515786185305163,OUT013,1987,0,2,1,181.0976,False,True,False,False,False,False,False,False,False,False
NCD43,0.2557308722834177,0,0.04390707439337755,9,0.31581878314963097,OUT013,1987,0,2,1,210.3928,False,True,False,False,False,False,False,False,False,False
FDE46,0.8362607919023519,0,0.043064841476274304,13,0.5163303316151553,OUT035,2004,2,1,1,1662.5026,False,False,False,False,False,False,True,False,False,False
NCO42,0.9940458469782674,0,0.0737221544960706,9,0.48098883523826985,OUT027,1985,1,2,3,3791.0652,False,False,False,False,False,True,False,False,False,False
FDR40,0.27061625483774926,1,0.015857166264006017,5,0.20149457721274847,OUT049,1999,1,0,1,402.809,False,False,False,False,False,False,False,False,False,True
FDG24,0.2036320333432569,0,0.039155629087666115,0,0.21704306990200276,OUT049,1999,1,0,1,749.025,False,False,False,False,False,False,False,False,False,True
NCO17,0.3242036320333432,0,0.24119324259948594,8,0.382659644547671,OUT017,2007,2,1,1,2516.724,False,False,True,False,False,False,False,False,False,False
FDF22,0.1375409348020244,0,0.18440146021128442,13,0.775607134853208,OUT046,1997,2,0,1,5556.7668,False,False,False,False,False,False,False,False,True,False
FDC59,0.7231318844894312,1,0.17692875401366978,15,0.1452760290392465,OUT035,2004,2,1,1,1022.6688,False,False,False,False,False,False,True,False,False,False
NCY18,0.1625483774933016,0,0.1685421699595272,9,0.6095771448362977,OUT010,1998,2,2,0,525.3162,True,False,False,False,False,False,False,False,False,False
DRE48,0.23072342959214048,0,0.048657494520074444,14,0.7002882871870099,OUT045,2002,2,1,1,1576.6144,False,False,False,False,False,False,False,True,False,False
FDV60,0.9315272402500745,1,0.626893717005726,0,0.6932177807659136,OUT010,1998,2,2,0,392.822,True,False,False,False,False,False,False,False,False,False
FDB56,0.24977671926168504,1,0.24434176849778932,6,0.6636955089678028,OUT049,1999,1,0,1,5257.1568,False,False,False,False,False,False,False,False,False,True
FDL20,0.7469484965763622,0,0.4161697803947978,6,0.3391304864549165,OUT027,1985,1,2,3,4447.544,False,False,False,False,False,True,False,False,False,False
NCZ53,0.30038701994641254,0,0.07310401061596604,8,0.6754349774871137,OUT027,1985,1,2,3,5652.642,False,False,False,False,False,True,False,False,False,False
DRM35,0.30604346531705867,0,0.23000445811969705,7,0.6207359642510306,OUT035,2004,2,1,1,3033.3848,False,False,False,False,False,False,True,False,False,False
FDV16,0.19023518904435843,1,0.27140739138445225,5,0.016832881717363107,OUT046,1997,2,0,1,780.9834,False,False,False,False,False,False,False,False,True,False
FDY19,0.9047335516522774,0,0.13170791897006068,6,0.3589014186853561,OUT013,1987,0,2,1,2474.7786,False,True,False,False,False,False,False,False,False,False
FDY12,0.3122953259898779,1,0.7410457762139525,0,0.08281380518713202,OUT010,1998,2,2,0,101.2016,True,False,False,False,False,False,False,False,False,False
FDM15,0.43137838642453114,1,0.18749020196118124,10,0.5142080761159669,OUT017,2007,2,1,1,3929.5516,False,False,True,False,False,False,False,False,False,False
FDP12,0.3122953259898779,1,0.14540357709215554,0,0.023758225862314852,OUT049,1999,1,0,1,564.5984,False,False,False,False,False,False,False,False,False,True
FDT21,0.17058648407264065,0,0.05920740388740408,13,0.919867027959443,OUT013,1987,0,2,1,1245.046,False,True,False,False,False,False,False,False,False,False
DRE49,0.964275081869604,0,0.11191825377849673,14,0.5115162072407963,OUT010,1998,2,2,0,151.8024,True,False,False,False,False,False,False,False,False,False
FDN16,0.4790116105983923,1,0.20448109439323123,5,0.3086141501809859,OUT049,1999,1,0,1,825.592,False,False,False,False,False,False,False,False,False,True
FDE04,0.9047335516522774,1,0.05123526356428631,5,0.6293591127953331,OUT018,2009,1,2,2,2696.49,False,False,False,True,False,False,False,False,False,False
FDC51,0.3774933015778505,1,0.021396610115783133,4,0.3891495018641893,OUT013,1987,0,2,1,1231.73,False,True,False,False,False,False,False,False,False,False
FDO04,0.7171777314676988,0,0.08105625326349904,5,0.09453120224925127,OUT018,2009,1,2,2,939.4438,False,False,False,True,False,False,False,False,False,False
FDD41,0.1315867817802917,1,0.28725528834308445,5,0.3142661410264247,OUT017,2007,2,1,1,2090.612,False,False,True,False,False,False,False,False,False,False
FDI45,0.5087823757070555,0,0.11910626515707357,6,0.6133972047348369,OUT045,2002,2,1,1,2801.6864,False,False,False,False,False,False,False,True,False,False
NCB18,0.8958023221196785,0,0.1308882840671008,9,0.2472911530808359,OUT027,1985,1,2,3,3364.9532,False,False,False,False,False,True,False,False,False,False
FDW51,0.09526644834772252,1,0.3115704797378546,10,0.7753278460295147,OUT017,2007,2,1,1,2343.616,False,False,True,False,False,False,False,False,False,False
NCK07,0.3629056266746055,0,0.15681267341121988,11,0.5639367669729506,OUT046,1997,2,0,1,1808.9786,False,False,False,False,False,False,False,False,True,False
FDZ45,0.5683239059243823,0,0.3821677035137582,13,0.7072136313319616,OUT019,1985,2,0,0,992.042,False,False,False,False,True,False,False,False,False,False
FDB37,0.9345043167609408,1,0.06816445369463246,0,0.8937403649600337,OUT046,1997,2,0,1,5768.4912,False,False,False,False,False,False,False,False,True,False
FDZ60,0.9493896993152724,0,0.38933735985372453,0,0.3173603895442414,OUT035,2004,2,1,1,970.7364,False,False,False,False,False,False,True,False,False,False
FDN04,0.43137838642453114,1,0.03712150376992643,5,0.6177648065521667,OUT013,1987,0,2,1,3568.688,False,True,False,False,False,False,False,False,False,False
FDW47,0.6219112831199762,0,0.14881172959316077,1,0.37670629342134754,OUT013,1987,0,2,1,3533.4006,False,True,False,False,False,False,False,False,False,False
FDB17,0.5117594522179221,0,0.11561310356596771,5,0.634586652540934,OUT013,1987,0,2,1,6157.3184,False,True,False,False,False,False,False,False,False,False
FDR56,0.6516820482286394,1,0.33099371866771476,6,0.7117484668826274,OUT018,2009,1,2,2,4729.8432,False,False,False,True,False,False,False,False,False,False
FDU55,0.693361119380768,0,0.11250099374125724,6,0.9734268144435616,OUT027,1985,1,2,3,9371.8008,False,False,False,False,False,True,False,False,False,False
FDH40,0.41947008038106576,1,0.2596818135227191,5,0.21408294793173469,OUT017,2007,2,1,1,1949.4624,False,False,True,False,False,False,False,False,False,False
FDH05,0.5832092884787139,1,0.29806263356526563,5,0.8514845601667924,OUT049,1999,1,0,1,4633.968,False,False,False,False,False,False,False,False,False,True
FDX58,0.5117594522179221,0,0.14033451720156226,13,0.6426401877092544,OUT045,2002,2,1,1,4211.185,False,False,False,False,False,False,False,True,False,False
FDC51,0.3774933015778505,1,0.021418468373967884,4,0.38363163756629926,OUT035,2004,2,1,1,1970.768,False,False,False,False,False,False,True,False,False,False
NCR05,0.3301577850550759,0,0.17801502268139294,8,0.7140048489293646,OUT017,2007,2,1,1,3372.9428,False,False,True,False,False,False,False,False,False,False
DRH25,0.8422149449240846,0,0.03923182269300301,14,0.08294793173468074,OUT017,2007,2,1,1,934.7832,False,False,True,False,False,False,False,False,False,False
NCR53,0.45221792200059546,0,0.47100171452231715,8,0.8181311927415467,OUT049,1999,1,0,1,3375.606,False,False,False,False,False,False,False,False,False,True
FDS04,0.33581423042572195,1,0.4753479765767965,5,0.455834165257489,OUT046,1997,2,0,1,2388.2246,False,False,False,False,False,False,False,False,True,False
FDC03,0.23935695147365282,1,0.23451759505111902,4,0.6879902410203126,OUT013,1987,0,2,1,780.3176,False,True,False,False,False,False,False,False,False,False
FDP44,0.711223578445966,1,0.43393347629855555,6,0.30111919266005205,OUT010,1998,2,2,0,102.5332,True,False,False,False,False,False,False,False,False,False
FDK16,0.2685323012801429,0,0.37804179556007,5,0.27173104740949006,OUT018,2009,1,2,2,1713.7692,False,False,False,True,False,False,False,False,False,False
NCC30,0.7171777314676988,0,0.08429890411229439,9,0.6258293774490828,OUT046,1997,2,0,1,1605.9096,False,False,False,False,False,False,False,False,True,False
FDZ26,0.41947008038106576,1,0.7574676815942121,4,0.8795993521178413,OUT010,1998,2,2,0,717.0666,True,False,False,False,False,False,False,False,False,False
NCO54,0.8898481690979458,0,0.038025584334504835,9,0.10981144184340813,OUT018,2009,1,2,2,1381.535,False,False,False,True,False,False,False,False,False,False
NCP41,0.7171777314676988,0,0.08275136775134286,8,0.3182092917439169,OUT010,1998,2,2,0,215.7192,True,False,False,False,False,False,False,False,False,False
DRE27,0.43435546293539734,0,0.4322108578505657,4,0.28345948020020506,OUT049,1999,1,0,1,1076.5986,False,False,False,False,False,False,False,False,False,True
FDQ10,0.493896993152724,0,0.10358639194364769,13,0.5914819455480174,OUT013,1987,0,2,1,2931.5174,False,True,False,False,False,False,False,False,False,False
NCU42,0.2646621018160166,0,0.05627766053711749,9,0.5889573104061828,OUT049,1999,1,0,1,4211.185,False,False,False,False,False,False,False,False,False,True
FDX43,0.06549568323905924,0,0.2790663292772186,6,0.5711413999415955,OUT035,2004,2,1,1,1830.95,False,False,False,False,False,False,True,False,False,False
NCD19,0.26049419470080376,0,0.033969219195312005,9,0.10132241984665433,OUT046,1997,2,0,1,939.4438,False,False,False,False,False,False,False,False,True,False
NCI54,0.6338195891634415,0,0.10510858486015937,9,0.32640798918838154,OUT035,2004,2,1,1,1856.2504,False,False,False,False,False,False,True,False,False,False
FDS37,0.1845787436737124,0,0.17303974149598123,3,0.35169678571671115,OUT010,1998,2,2,0,115.8492,True,False,False,False,False,False,False,False,False,False
FDO25,0.10389997022923486,0,0.41313007211420794,3,0.7544066513185149,OUT027,1985,1,2,3,4613.994,False,False,False,False,False,True,False,False,False,False
FDS57,0.6516820482286394,0,0.33884457363420467,13,0.4764760711447955,OUT049,1999,1,0,1,1431.47,False,False,False,False,False,False,False,False,False,True
FDI52,0.8422149449240846,0,0.3428422948286173,5,0.3854746042417946,OUT049,1999,1,0,1,490.0288,False,False,False,False,False,False,False,False,False,True
DRK12,0.2944328669246799,0,0.1341949248610287,14,0.002546706599026144,OUT018,2009,1,2,2,366.19,False,False,False,True,False,False,False,False,False,False
FDG40,0.5415302173265852,0,0.12731840162340763,5,0.013437272918661619,OUT017,2007,2,1,1,611.2044,False,False,True,False,False,False,False,False,False,False
FDU49,0.8898481690979458,1,0.0953094669893865,3,0.23329530251478794,OUT045,2002,2,1,1,2163.85,False,False,False,False,False,False,False,True,False,False
FDR49,0.24739505805299195,0,0.436720200096409,3,0.06471860589885162,OUT013,1987,0,2,1,575.2512,False,True,False,False,False,False,False,False,False,False
FDF40,0.9345043167609408,1,0.1251445436257007,4,0.9190181257597676,OUT019,1985,2,0,0,498.0184,False,False,False,False,True,False,False,False,False,False
DRE03,0.8958023221196785,0,0.07312248007222673,4,0.06401486597532072,OUT017,2007,2,1,1,661.8052,False,False,True,False,False,False,False,False,False,False
FDR55,0.45221792200059546,1,0.4276971053155725,6,0.6701964020129169,OUT027,1985,1,2,3,5294.4416,False,False,False,False,False,True,False,False,False,False
NCU05,0.43137838642453114,0,0.19078865882775045,8,0.21677481680690533,OUT035,2004,2,1,1,1208.427,False,False,False,False,False,False,True,False,False,False
FDR36,0.1286097052694254,1,0.3986759501226858,0,0.03843574489470217,OUT017,2007,2,1,1,838.908,False,False,True,False,False,False,False,False,False,False
NCM30,0.8660315570110153,0,0.21935441678709025,9,0.03560974947198284,OUT013,1987,0,2,1,660.4736,False,True,False,False,False,False,False,False,False,False
FDH24,0.9612980053587377,0,0.06301358171577116,0,0.5320019151233626,OUT049,1999,1,0,1,3928.22,False,False,False,False,False,False,False,False,False,True
DRO47,0.33581423042572195,0,0.36806278792998187,7,0.3510040815217761,OUT018,2009,1,2,2,452.744,False,False,False,True,False,False,False,False,False,False
FDQ49,0.9315272402500745,1,0.12532946447548776,2,0.5257803109019417,OUT017,2007,2,1,1,782.315,False,False,True,False,False,False,False,False,False,False
DRJ37,0.3718368562072046,0,0.19878413313045643,14,0.511940658340634,OUT046,1997,2,0,1,2580.6408,False,False,False,False,False,False,False,False,True,False
NCJ42,0.9047335516522774,0,0.0381210232726746,9,0.29517687726232444,OUT018,2009,1,2,2,1537.998,False,False,False,True,False,False,False,False,False,False
FDD05,0.8809169395653469,0,0.046120149725452204,5,0.3803922267723381,OUT049,1999,1,0,1,1687.1372,False,False,False,False,False,False,False,False,False,True
FDC39,0.16969336111938077,0,0.5161094290994382,4,0.7442308606510062,OUT018,2009,1,2,2,3115.944,False,False,False,True,False,False,False,False,False,False
NCY06,0.6367966656743078,0,0.19948148696874082,9,0.4142931361163744,OUT045,2002,2,1,1,2348.9424,False,False,False,False,False,False,False,True,False,False
NCS06,0.20125037213456382,0,0.18013432509360297,9,0.9860041494339522,OUT019,1985,2,0,0,262.991,False,False,False,False,True,False,False,False,False,False
FDE16,0.2584102411431974,0,0.08019407667005042,5,0.7496035626727516,OUT045,2002,2,1,1,3542.7218,False,False,False,False,False,False,False,True,False,False
NCQ50,0.8451920214349509,0,0.10757361613539404,9,0.7807005480512602,OUT046,1997,2,0,1,4701.8796,False,False,False,False,False,False,False,False,True,False
FDX50,0.9255730872283419,0,0.2439567406136834,4,0.3354555888325218,OUT046,1997,2,0,1,1768.3648,False,False,False,False,False,False,False,False,True,False
NCL41,0.46412622804406073,0,0.13391006051096763,8,0.018809974940407093,OUT017,2007,2,1,1,519.324,False,False,True,False,False,False,False,False,False,False
FDM58,0.7320631140220304,1,0.2617924856113049,13,0.34195648187763583,OUT018,2009,1,2,2,1677.816,False,False,False,True,False,False,False,False,False,False
FDH35,0.8154212563262877,0,0.329916844996133,15,0.5732746911693798,OUT010,1998,2,2,0,164.4526,True,False,False,False,False,False,False,False,False,False
FDS50,0.7409943435546293,0,0.17997426395482347,4,0.8001811557294107,OUT049,1999,1,0,1,1108.557,False,False,False,False,False,False,False,False,False,True
FDT09,0.6308425126525752,1,0.030533956639386038,13,0.43267865995694366,OUT027,1985,1,2,3,4350.3372,False,False,False,False,False,True,False,False,False,False
FDR60,0.5802322119678476,0,0.4261284827287544,0,0.19288246439704174,OUT018,2009,1,2,2,1312.9576,False,False,False,True,False,False,False,False,False,False
FDG22,0.7767192616850254,1,0.13188135955296454,13,0.015827781512947448,OUT046,1997,2,0,1,659.142,False,False,False,False,False,False,False,False,True,False
FDL52,0.12384638285203925,1,0.14721070423452887,5,0.028270989955789194,OUT027,1985,1,2,3,910.8144,False,False,False,False,False,True,False,False,False,False
DRJ39,0.9345043167609408,0,0.11503664566316715,4,0.7939705872365856,OUT018,2009,1,2,2,2409.5302,False,False,False,True,False,False,False,False,False,False
FDW45,0.8005358737719559,0,0.12451252138394664,13,0.483245217285007,OUT017,2007,2,1,1,2648.5524,False,False,True,False,False,False,False,False,False,False
NCQ38,0.7022923489133672,0,0.03472293164773953,11,0.31722626299669276,OUT045,2002,2,1,1,1065.28,False,False,False,False,False,False,False,True,False,False
FDB26,0.5623697529026497,1,0.09768822141294456,3,0.09539114017752245,OUT017,2007,2,1,1,798.96,False,False,True,False,False,False,False,False,False,False
DRG48,0.07293837451622509,0,0.03880824181874851,14,0.48353554183729597,OUT046,1997,2,0,1,3062.0142,False,False,False,False,False,False,False,False,True,False
FDH10,0.9791604644239358,0,0.2700759527591773,13,0.6814893479751986,OUT010,1998,2,2,0,774.9912,True,False,False,False,False,False,False,False,False,False
FDP28,0.5415302173265852,1,0.2642709340487228,5,0.983044027463684,OUT049,1999,1,0,1,4958.8784,False,False,False,False,False,False,False,False,False,True
FDJ44,0.4611491515331944,1,0.5714132300508572,6,0.6020821873153638,OUT010,1998,2,2,0,697.7584,True,False,False,False,False,False,False,False,False,False
FDI07,0.46412622804406073,1,0.1059250100607892,10,0.7031142826097291,OUT045,2002,2,1,1,2768.3964,False,False,False,False,False,False,False,True,False,False
DRJ24,0.43137838642453114,0,0.3721900630737415,14,0.6532404294766009,OUT017,2007,2,1,1,2591.2936,False,False,True,False,False,False,False,False,False,False
DRL47,0.9017564751414111,0,0.1227887214800501,7,0.4076691522523074,OUT035,2004,2,1,1,755.0172,False,False,False,False,False,False,True,False,False,False
FDP38,0.3301577850550759,0,0.099869382603788,3,0.08323825628696968,OUT013,1987,0,2,1,354.2056,False,True,False,False,False,False,False,False,False,False
FDK02,0.4730574575766597,0,0.6270494122125407,3,0.3788395846491317,OUT019,1985,2,0,0,479.376,False,False,False,False,True,False,False,False,False,False
FDO23,0.791604644239357,0,0.474236099048863,1,0.2667827964875823,OUT013,1987,0,2,1,1607.2412,False,True,False,False,False,False,False,False,False,False
NCE54,0.9612980053587377,0,0.08186264715521609,9,0.18398002702904606,OUT013,1987,0,2,1,1053.2956,False,True,False,False,False,False,False,False,False,False
FDS52,0.2581125334921108,0,0.006744864013936093,5,0.29037378861656105,OUT046,1997,2,0,1,1922.8304,False,False,False,False,False,False,False,False,True,False
FDW01,0.5921405180113128,0,0.2086752648325809,3,0.5185867136618925,OUT035,2004,2,1,1,1677.1502,False,False,False,False,False,False,True,False,False,False
NCF07,0.2646621018160166,0,0.1003126537934309,9,0.2950427507147757,OUT017,2007,2,1,1,1113.2176,False,False,True,False,False,False,False,False,False,False
DRE15,0.5236677582613873,0,0.05039922000849396,4,0.19614394664819454,OUT018,2009,1,2,2,1518.024,False,False,False,True,False,False,False,False,False,False
FDR58,0.12622804406073235,0,0.13373122148316202,13,0.2591537124190997,OUT046,1997,2,0,1,2406.2012,False,False,False,False,False,False,False,False,True,False
FDL24,0.3420660910985413,1,0.07490433103719228,0,0.6016687719441219,OUT013,1987,0,2,1,2069.3064,False,True,False,False,False,False,False,False,False,False
FDQ25,0.24263173563560586,1,0.08624387261490467,3,0.6046399296429857,OUT027,1985,1,2,3,3621.2862,False,False,False,False,False,True,False,False,False,False
FDX56,0.7469484965763622,1,0.24186749735112784,6,0.7460738273265013,OUT013,1987,0,2,1,4969.5312,False,True,False,False,False,False,False,False,False,False
FDD20,0.5713009824352486,0,0.06068913187297834,6,0.39183033501076414,OUT018,2009,1,2,2,1245.046,False,False,False,True,False,False,False,False,False,False
DRF60,0.3718368562072046,0,0.16929389262573483,14,0.871255492397232,OUT017,2007,2,1,1,5243.8408,False,False,True,False,False,False,False,False,False,False
FDW13,0.23489133670735335,0,0.32161241774258753,3,0.08507018723386917,OUT018,2009,1,2,2,934.7832,False,False,False,True,False,False,False,False,False,False
FDF09,0.09883894016076211,0,0.030304509721474256,6,0.03393401652982364,OUT013,1987,0,2,1,521.9872,False,True,False,False,False,False,False,False,False,False
FDY45,0.7707651086632927,0,0.06598024989287025,13,0.9412016380416846,OUT035,2004,2,1,1,4578.0408,False,False,False,False,False,False,True,False,False,False
FDR26,0.9612980053587377,0,0.13715991113420534,4,0.6239974465021834,OUT045,2002,2,1,1,1062.6168,False,False,False,False,False,False,False,True,False,False
FDZ01,0.26317356356058347,1,0.01943557215140666,3,0.3060674435819598,OUT046,1997,2,0,1,2579.975,False,False,False,False,False,False,False,False,True,False
FDH53,0.9493896993152724,1,0.10008029296420437,5,0.22355499867571257,OUT010,1998,2,2,0,165.1184,True,False,False,False,False,False,False,False,False,False
FDG52,0.5415302173265852,0,0.21486976351113593,5,0.06303183722809663,OUT018,2009,1,2,2,459.402,False,False,False,True,False,False,False,False,False,False
FDW50,0.5087823757070555,0,0.24761907258253663,4,0.5782119063626918,OUT045,2002,2,1,1,1504.0422,False,False,False,False,False,False,False,True,False,False
FDX49,0.003572491813039591,1,0.33305357375234845,3,0.8528920400138541,OUT035,2004,2,1,1,5126.66,False,False,False,False,False,False,True,False,False,False
FDJ44,0.4611491515331944,1,0.34763693729072526,6,0.6008088340158507,OUT046,1997,2,0,1,2616.594,False,False,False,False,False,False,False,False,True,False
