URL,区域,房源维护时间,房源编号,租赁方式,房屋类型,房屋类型厅室,房屋类型面积,房屋类型精装修,经纪人,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金,押金,服务费,中介费
https://bj.lianjia.com/zufang/BJ2463741135525249024.html,房山 长阳 碧桂园小区二区,2020-04-16,BJ2463741135525249024,整租,1室1厅1卫 57㎡ 精装修,1室1厅1卫,57㎡,精装修,冯汉文,57㎡,南,6天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,自采暖,3年以内,需提前预约,季付,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2493383066597736448.html,朝阳 东坝 金隅悦和园,2020-04-16,BJ2493383066597736448,整租,1室1厅1卫 61㎡,1室1厅1卫,61㎡,#,王紫高,61㎡,东,6天前,2020-05-01,低楼层/28层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,4200,4200,0,4200,
https://bj.lianjia.com/zufang/BJ2366600858415931392.html,亦庄开发区 马驹桥 一世情园,2020-04-16,BJ2366600858415931392,整租,2室1厅2卫 118㎡ 精装修,2室1厅2卫,118㎡,精装修,李莹,118㎡,南 北,6天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2426054102099705856.html,大兴 大兴其它 首地浣溪谷,2020-04-16,BJ2426054102099705856,整租,2室1厅1卫 83㎡,2室1厅1卫,83㎡,#,袁丽娟,83㎡,南 北,6天前,随时入住,中楼层/8层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2471512118823239680.html,丰台 丰台其它 建设三里,2020-04-16,BJ2471512118823239680,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,刘俊隆,60㎡,南 北,6天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,2900,2900,0,2900,
https://bj.lianjia.com/zufang/BJ2423876661775966208.html,朝阳 双桥 双桥六号井,2020-04-16,BJ2423876661775966208,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,钱廷友,60㎡,南 北,6天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2341976980511268864.html,昌平 北七家 冠雅苑,2020-04-14,BJ2341976980511268864,整租,2室1厅1卫 69㎡,2室1厅1卫,69㎡,#,杨天华,69㎡,南,8天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,一般下班后可看,季付,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2468640495157649408.html,大兴 大兴其它 新凤小区,2020-04-16,BJ2468640495157649408,整租,2室1厅1卫 95㎡,2室1厅1卫,95㎡,#,唐文魁,95㎡,南 北,6天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2372930240470056960.html,大兴 天宫院南 隆盛园,2020-04-16,BJ2372930240470056960,整租,3室1厅1卫 83㎡ 精装修,3室1厅1卫,83㎡,精装修,李会,83㎡,南 北,6天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2354315368866529280.html,大兴 大兴其它 金色漫香郡北区,2020-04-16,BJ2354315368866529280,整租,1室1厅1卫 58㎡,1室1厅1卫,58㎡,#,倪萍,58㎡,南,6天前,随时入住,低楼层/9层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800,
https://bj.lianjia.com/zufang/BJ2386790724734550016.html,大兴 观音寺 观音寺小区,2020-04-16,BJ2386790724734550016,整租,2室1厅1卫 71㎡,2室1厅1卫,71㎡,#,翟霏玲,71㎡,南 北,6天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,2700,2700,0,2700,
https://bj.lianjia.com/zufang/BJ2489008098212052992.html,通州 马驹桥 合生世界花园,2020-04-16,BJ2489008098212052992,整租,2房间1卫 58㎡,2房间1卫,58㎡,#,范志芳,58㎡,北,6天前,随时入住,中楼层/14层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2411476194886426624.html,大兴 旧宫 大城小镇,2020-04-16,BJ2411476194886426624,整租,1室1厅1卫 56㎡,1室1厅1卫,56㎡,#,孙辰阳,56㎡,南 北,6天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2492012256742096896.html,顺义 顺义城 石园东苑,2020-04-12,BJ2492012256742096896,整租,1室1厅1卫 72㎡ 精装修,1室1厅1卫,72㎡,精装修,秦冬梅,72㎡,南 北,10天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2491976426102988800.html,朝阳 双桥 双桥五号井,2020-04-16,BJ2491976426102988800,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,钱廷友,60㎡,南 北,6天前,随时入住,低楼层/3层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3300,3300,0,3300,
https://bj.lianjia.com/zufang/BJ2478798499358187520.html,房山 房山其它 中海金樾和著,2020-04-16,BJ2478798499358187520,整租,3室1厅1卫 88㎡,3室1厅1卫,88㎡,#,张昊源,88㎡,南,6天前,随时入住,中楼层/15层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,1800,1800,0,1800,
https://bj.lianjia.com/zufang/BJ2425116071921975296.html,门头沟 城子 城子车站街,2020-04-16,BJ2425116071921975296,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,刘玉霞,58㎡,东 西,6天前,随时入住,高楼层/4层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2200,2200,0,2200,
https://bj.lianjia.com/zufang/BJ2426054102099705856.html,大兴 大兴其它 首地浣溪谷,2020-04-16,BJ2426054102099705856,整租,2室1厅1卫 83㎡,2室1厅1卫,83㎡,#,袁丽娟,83㎡,南 北,6天前,随时入住,中楼层/8层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2489008098212052992.html,通州 马驹桥 合生世界花园,2020-04-16,BJ2489008098212052992,整租,2房间1卫 58㎡,2房间1卫,58㎡,#,杜孟和,58㎡,北,6天前,随时入住,中楼层/14层,有,暂无数据,商水,商电,无,集中供暖,暂无数据,需提前预约,需咨询,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2492499690122117120.html,海淀 西三旗 常秀家园,2020-04-17,BJ2492499690122117120,整租,2室1厅1卫 63㎡,2室1厅1卫,63㎡,#,薛昌昌,63㎡,南 北,5天前,随时入住,地下室/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3400,3400,0,3400,
https://bj.lianjia.com/zufang/BJ2404831592867700736.html,朝阳 东坝 康静里,2020-04-16,BJ2404831592867700736,整租,2室1厅1卫 58㎡ 精装修,2室1厅1卫,58㎡,精装修,尹秋英,58㎡,南 北,6天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1~3个月,需提前预约,季付,4200,4200,0,4200,
https://bj.lianjia.com/zufang/BJ2434636931188408320.html,海淀 海淀北部新区 上庄家园东区,2020-04-17,BJ2434636931188408320,整租,2室1厅1卫 68㎡,2室1厅1卫,68㎡,#,李勇,68㎡,南 北,5天前,随时入住,高楼层/6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖,暂无数据,需提前预约,需咨询,4300,4300,0,4300,
https://bj.lianjia.com/zufang/BJ2490479118589116416.html,丰台 西红门 五爱屯西街,2020-04-17,BJ2490479118589116416,整租,2室1厅1卫 65㎡,2室1厅1卫,65㎡,#,付艳,65㎡,南 北,5天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3700,3700,0,3700,
https://bj.lianjia.com/zufang/BJ2426093210444513280.html,朝阳 东坝 朝阳新城二区,2020-04-11,BJ2426093210444513280,整租,1室1厅1卫 63㎡,1室1厅1卫,63㎡,#,王海楠,63㎡,西,11天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,自采暖,1~3个月,需提前预约,月付,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2391307981737705472.html,顺义 顺义城 仓上小区,2020-04-17,BJ2391307981737705472,整租,2室1厅1卫 76㎡,2室1厅1卫,76㎡,#,佟瑶,76㎡,南 北,5天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,一般下班后可看,季付,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2493295486854250496.html,昌平 北七家 北亚花园,2020-04-17,BJ2493295486854250496,整租,1室1厅1卫 63㎡ 精装修,1室1厅1卫,63㎡,精装修,王蓉,63㎡,西,5天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2471611248220323840.html,朝阳 东坝 东泽园,2020-04-17,BJ2471611248220323840,整租,2室1厅1卫 76㎡,2室1厅1卫,76㎡,#,袁旭,76㎡,南 北,5天前,随时入住,低楼层/21层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2460738984994160640.html,朝阳 首都机场 南平里,2020-04-17,BJ2460738984994160640,整租,2室1厅1卫 56㎡,2室1厅1卫,56㎡,#,曹阳,56㎡,南 北,5天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3600,3600,0,3600,
https://bj.lianjia.com/zufang/BJ2299315889457610752.html,大兴 天宫院南 御园D区,2020-04-17,BJ2299315889457610752,整租,1室1厅1卫 55㎡ 精装修,1室1厅1卫,55㎡,精装修,王琳,55㎡,南,5天前,随时入住,低楼层/15层,有,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2428160024221597696.html,昌平 昌平其它 典雅庄园,2020-04-17,BJ2428160024221597696,整租,1室1厅1卫 65㎡,1室1厅1卫,65㎡,#,郑明柱,65㎡,南,5天前,随时入住,低楼层/10层,有,暂无数据,民水,民电,有,自采暖,3年以上,需提前预约,季付,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2491800744987205632.html,大兴 天宫院南 众美MIMO公馆,2020-04-16,BJ2491800744987205632,整租,2房间1卫 54㎡ 精装修,2房间1卫,54㎡,精装修,李会,54㎡,南,6天前,随时入住,中楼层/5层,有,租用车位,商水,商电,无,集中供暖,2年以内,需提前预约,季付,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2436786311491747840.html,门头沟 门头沟其它 惠泽家园,2020-04-19,BJ2436786311491747840,整租,2室1厅1卫 89㎡,2室1厅1卫,89㎡,#,杨秀龙,89㎡,南 北,3天前,随时入住,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2450,2450,0,2450,
https://bj.lianjia.com/zufang/BJ2413028539730501632.html,房山 长阳 温庄子家园,2020-04-19,BJ2413028539730501632,整租,1室1厅1卫 83㎡,1室1厅1卫,83㎡,#,郭君阳,83㎡,南 北,3天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2373130436991000576.html,门头沟 滨河西区 双峪路小区,2020-04-19,BJ2373130436991000576,整租,2室1厅1卫 56㎡,2室1厅1卫,56㎡,#,杨秀龙,56㎡,南 北,3天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,需咨询,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2323640368018759680.html,门头沟 城子 三家店新建路,2020-04-19,BJ2323640368018759680,整租,2室1厅1卫 60㎡,2室1厅1卫,60㎡,#,,60㎡,南 北,3天前,随时入住,高楼层/6层,无,免费使用,民水,民电,无,集中供暖,3年以内,需提前预约,半年付,2200,2200,0,2200,
https://bj.lianjia.com/zufang/BJ2449843137800585216.html,朝阳 东坝 红松园小区,2020-04-19,BJ2449843137800585216,整租,3室1厅1卫 72㎡,3室1厅1卫,72㎡,#,尹秋英,72㎡,南 北,3天前,随时入住,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4700,4700,0,4700,
https://bj.lianjia.com/zufang/BJ2477361912136859648.html,朝阳 东坝 东泽园,2020-04-19,BJ2477361912136859648,整租,2室1厅1卫 70㎡,2室1厅1卫,70㎡,#,王紫高,70㎡,南 北,3天前,随时入住,低楼层/21层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,需咨询,4800,4800,0,4800,
https://bj.lianjia.com/zufang/BJ2454234314763157504.html,通州 通州其它 东亚印象台湖,2020-04-19,BJ2454234314763157504,整租,2室1厅1卫 54㎡,2室1厅1卫,54㎡,#,冯丽丽,54㎡,南,3天前,随时入住,高楼层/12层,有,暂无数据,暂无数据,暂无数据,有,集中供暖,暂无数据,需提前预约,需咨询,2700,2700,0,2700,
https://bj.lianjia.com/zufang/BJ2431856137533136896.html,朝阳 朝阳其它 海棠公社,2020-04-19,BJ2431856137533136896,整租,1室1厅1卫 54㎡ 精装修,1室1厅1卫,54㎡,精装修,罗刚,54㎡,西,3天前,随时入住,高楼层/20层,有,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,半年付,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2344650630385647616.html,朝阳 东坝 金隅景和园,2020-04-19,BJ2344650630385647616,整租,1室1厅1卫 61㎡,1室1厅1卫,61㎡,#,孙岩岩,61㎡,南,3天前,随时入住,中楼层/21层,有,租用车位,暂无数据,暂无数据,有,集中供暖,2年以内,需提前预约,季付,5000,5000,0,5000,
https://bj.lianjia.com/zufang/BJ2402725451987959808.html,房山 良乡 四合巷小区,2020-04-19,BJ2402725451987959808,整租,2室1厅1卫 65㎡,2室1厅1卫,65㎡,#,罗文静,65㎡,南 北,3天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,1~3个月,需提前预约,月付,2200,2200,0,2200,
https://bj.lianjia.com/zufang/BJ2492591369898967040.html,朝阳 东坝 金隅景和园,2020-04-19,BJ2492591369898967040,整租,1室1厅1卫 60㎡,1室1厅1卫,60㎡,#,孙岩岩,60㎡,南,3天前,随时入住,低楼层/21层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,一般下班后可看,需咨询,4600,4600,0,4600,
https://bj.lianjia.com/zufang/BJ2336948257059504128.html,门头沟 城子 城子西街1号院,2020-04-19,BJ2336948257059504128,整租,2室1厅1卫 74㎡,2室1厅1卫,74㎡,#,刘玉霞,74㎡,南 北,3天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,有,自采暖,2年以内,需提前预约,季付,2200,2200,0,2200,
https://bj.lianjia.com/zufang/BJ2338120229274009600.html,门头沟 城子 滨河路87号院,2020-04-19,BJ2338120229274009600,整租,2室1厅1卫 78㎡,2室1厅1卫,78㎡,#,陈丽伟,78㎡,南 北,3天前,随时入住,地下室/6层,无,免费使用,民水,民电,有,集中供暖,暂无数据,一般下班后可看,季付,2400,2400,0,2400,
https://bj.lianjia.com/zufang/BJ2477288283949252608.html,朝阳 东坝 朝阳新城三区,2020-04-19,BJ2477288283949252608,整租,1室1厅1卫 63㎡,1室1厅1卫,63㎡,#,张陵,63㎡,西,3天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,自采暖,1年以内,需提前预约,需咨询,4300,4300,0,4300,
https://bj.lianjia.com/zufang/BJ2290294426758545408.html,顺义 顺义城 港馨家园西区,2020-04-18,BJ2290294426758545408,整租,2室1厅1卫 94㎡,2室1厅1卫,94㎡,#,张佳奇,94㎡,南 北,4天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2470852534772695040.html,海淀 杨庄 建西苑中里,2020-04-19,BJ2470852534772695040,整租,1室1厅1卫 59㎡,1室1厅1卫,59㎡,#,于琳琳,59㎡,东 西,3天前,随时入住,中楼层/7层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2469345880814125056.html,海淀 杨庄 建西苑中里,2020-04-19,BJ2469345880814125056,整租,2室1厅1卫 67㎡,2室1厅1卫,67㎡,#,胡亚奎,67㎡,南 北,3天前,随时入住,中楼层/7层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500,
https://bj.lianjia.com/zufang/BJ2490510300546613248.html,丰台 卢沟桥 晓月新苑,2020-04-07,BJ2490510300546613248,整租,1室1厅1卫 63㎡,1室1厅1卫,63㎡,#,乔佳璐,63㎡,南,15天前,随时入住,中楼层/21层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2382406926090125312.html,朝阳 东坝 朝阳新城三区,2020-04-19,BJ2382406926090125312,整租,2室1厅1卫 74㎡,2室1厅1卫,74㎡,#,袁旭,74㎡,东,3天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,自采暖,暂无数据,一般下班后可看,需咨询,4300,4300,0,4300,
https://bj.lianjia.com/zufang/BJ2479756874988126208.html,昌平 沙河 首钢一线材厂东宿舍,2020-04-12,BJ2479756874988126208,整租,2室1厅1卫 61㎡,2室1厅1卫,61㎡,#,刘晓亚,61㎡,南 北,10天前,随时入住,高楼层/6层,无,免费使用,暂无数据,暂无数据,暂无数据,集中供暖,2年以内,需提前预约,季付,2700,2700,0,2700,
https://bj.lianjia.com/zufang/BJ2333066219713724416.html,朝阳 首都机场 机场南路东里,2020-04-20,BJ2333066219713724416,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,曹阳,58㎡,南 北,2天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3300,3300,0,3300,
https://bj.lianjia.com/zufang/BJ2415764752254115840.html,房山 长阳 长龙苑小区,2020-04-21,BJ2415764752254115840,整租,2室1厅1卫 89㎡,2室1厅1卫,89㎡,#,荆彩正,89㎡,南 北,1天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2351448693078761472.html,海淀 海淀北部新区 环山村,2020-04-21,BJ2351448693078761472,整租,2室1厅1卫 62㎡ 精装修,2室1厅1卫,62㎡,精装修,任乾坤,62㎡,南 北,1天前,随时入住,高楼层/6层,无,免费使用,暂无数据,暂无数据,有,集中供暖,3年以内,需提前预约,季付,3800,3800,0,3800,
https://bj.lianjia.com/zufang/BJ2346872805972516864.html,朝阳 东坝 康静里,2020-04-21,BJ2346872805972516864,整租,2室1厅1卫 61㎡,2室1厅1卫,61㎡,#,王紫高,61㎡,东 西,1天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3700,3700,0,3700,
https://bj.lianjia.com/zufang/BJ2428126195037519872.html,朝阳 首都机场 首都机场南路西里,2020-04-21,BJ2428126195037519872,整租,2室1厅1卫 54㎡,2室1厅1卫,54㎡,#,薛政铎,54㎡,南,1天前,随时入住,中楼层/5层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3400,3400,0,3400,
https://bj.lianjia.com/zufang/BJ2490331588215717888.html,亦庄开发区 亦庄开发区其它 中信新城两限区,2020-04-21,BJ2490331588215717888,整租,2室1厅1卫 71㎡,2室1厅1卫,71㎡,#,方皓,71㎡,南,1天前,随时入住,高楼层/21层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4000,4000,0,4000,
https://bj.lianjia.com/zufang/BJ2481150821832589312.html,丰台 丰台其它 建设三里,2020-04-21,BJ2481150821832589312,整租,2室1厅1卫 56㎡,2室1厅1卫,56㎡,#,卢亚平,56㎡,南,1天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2381070020446273536.html,石景山 城子 天翠阳光新城,2020-04-21,BJ2381070020446273536,整租,1室1厅1卫 58㎡,1室1厅1卫,58㎡,#,王书新,58㎡,南,1天前,随时入住,中楼层/16层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2465821150765662208.html,朝阳 首都机场 南平里,2020-04-21,BJ2465821150765662208,整租,2室1厅1卫 58㎡,2室1厅1卫,58㎡,#,曹阳,58㎡,南,1天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3350,3350,0,3350,
https://bj.lianjia.com/zufang/BJ2459491120842022912.html,亦庄开发区 马驹桥 米拉小镇,2020-04-21,BJ2459491120842022912,整租,1室1厅1卫 67㎡,1室1厅1卫,67㎡,#,许兵伟,67㎡,东南,1天前,随时入住,高楼层/21层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3500,3500,0,3500,
https://bj.lianjia.com/zufang/BJ2469309574516588544.html,昌平 南口 南农家园,2020-04-21,BJ2469309574516588544,整租,2室1厅1卫 78㎡,2室1厅1卫,78㎡,#,雷加音,78㎡,南 北,1天前,随时入住,低楼层/6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖,暂无数据,需提前预约,需咨询,2300,2300,0,2300,
https://bj.lianjia.com/zufang/BJ2415914422108700672.html,顺义 李桥 樱花园二区,2020-04-17,BJ2415914422108700672,整租,2室1厅2卫 69㎡,2室1厅2卫,69㎡,#,马鹏飞,69㎡,南 北,5天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2427417951180701696.html,房山 良乡 北潞冠家园,2020-04-19,BJ2427417951180701696,整租,1室1厅1卫 76㎡,1室1厅1卫,76㎡,#,徐馨儒,76㎡,南 北,3天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2429618899000492032.html,石景山 城子 天翠阳光新城,2020-04-21,BJ2429618899000492032,整租,1室1厅1卫 60㎡,1室1厅1卫,60㎡,#,王鸿婷,60㎡,南,1天前,随时入住,低楼层/16层,有,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3000,3000,0,3000,
https://bj.lianjia.com/zufang/BJ2234614980920221696.html,朝阳 首都机场 北平里,2020-04-21,BJ2234614980920221696,整租,2室1厅1卫 64㎡,2室1厅1卫,64㎡,#,薛政铎,64㎡,南 北,1天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,3300,3300,0,3300,
https://bj.lianjia.com/zufang/BJ2475893676417482752.html,密云 密云其它 密东广场,2020-04-21,BJ2475893676417482752,整租,3室2厅2卫 151㎡,3室2厅2卫,151㎡,#,施俊楠,151㎡,东 西,1天前,随时入住,高楼层/22层,有,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,3600,3600,0,3600,
https://bj.lianjia.com/zufang/BJ2486102771057557504.html,通州 潞苑 中建雅颂居,2020-04-20,BJ2486102771057557504,整租,1室1厅1卫 64㎡ 精装修,1室1厅1卫,64㎡,精装修,张玉莲,64㎡,西,2天前,随时入住,高楼层/22层,有,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,2900,2900,0,2900,
https://bj.lianjia.com/zufang/BJ2480217381138604032.html,通州 潞苑 四海公寓,2020-04-20,BJ2480217381138604032,整租,3室1厅1卫 105㎡,3室1厅1卫,105㎡,#,沈庆乐,105㎡,南 北,2天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,2800,2800,0,2800,
https://bj.lianjia.com/zufang/BJ2491228848113319936.html,顺义 顺义城 石园北区,2020-04-20,BJ2491228848113319936,整租,2室1厅1卫 71㎡,2室1厅1卫,71㎡,#,米雅欣,71㎡,南 北,2天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,2600,2600,0,2600,
https://bj.lianjia.com/zufang/BJ2491802496285556736.html,房山 良乡 西潞北大街二中家属楼,2020-04-20,BJ2491802496285556736,整租,2室1厅1卫 70㎡,2室1厅1卫,70㎡,#,宋腾飞,70㎡,东 西,2天前,随时入住,中楼层/6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖,1年以内,需提前预约,季付,2500,2500,0,2500,
https://bj.lianjia.com/zufang/BJ2325974121554649088.html,大兴 观音寺 林海园,2020-04-20,BJ2325974121554649088,整租,2室1厅1卫 79㎡,2室1厅1卫,79㎡,#,陈安闯,79㎡,南 北,2天前,随时入住,地下室/6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖,暂无数据,需提前预约,需咨询,2300,2300,0,2300,
https://bj.lianjia.com/zufang/BJ2406365038991646720.html,亦庄开发区 马驹桥 新海北里,2020-04-20,BJ2406365038991646720,整租,2室1厅1卫 91㎡ 精装修,2室1厅1卫,91㎡,精装修,李莹,91㎡,南 北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3300,3300,0,3300,
https://bj.lianjia.com/zufang/BJ2463002738112872448.html,大兴 天宫院南 龙熙旭辉6號院,2020-04-20,BJ2463002738112872448,整租,1室1厅1卫 60㎡,1室1厅1卫,60㎡,#,陈凤巧,60㎡,南,2天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800,
https://bj.lianjia.com/zufang/BJ2437667501854179328.html,大兴 大兴其它 蓝桥驿苑,2020-04-15,BJ2437667501854179328,整租,1室1厅1卫 56㎡,1室1厅1卫,56㎡,#,樊佳茜,56㎡,南,7天前,随时入住,中楼层/15层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,2300,2300,0,2300,
https://bj.lianjia.com/zufang/BJ2476729413401067520.html,丰台 卢沟桥 晓月苑一里,2020-04-20,BJ2476729413401067520,整租,2室1厅1卫 69㎡,2室1厅1卫,69㎡,#,刘中亿,69㎡,南 北,2天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3100,3100,0,3100,
https://bj.lianjia.com/zufang/BJ2316616159870320640.html,通州 通州其它 徐辛庄,2020-04-20,BJ2316616159870320640,整租,2室1厅1卫 84㎡,2室1厅1卫,84㎡,#,吴子叶,84㎡,南 北,2天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,2200,2200,0,2200,
